image_id,method,surface_idx,on_surface_idx,surface_hex,on_surface_hex,surface_lab,on_surface_lab,role_pair_contrast,role_pair_aa,any_pair_aa,best_any_pair_contrast,best_any_pair_hex_a,best_any_pair_hex_b,wcag_replacement_applied,wcag_guaranteed,effective_mode
coco_000000281693,median_cut,4,0,#e8e3d6,#281e0b,"[90.298, -0.525, 6.947]","[11.983, 1.942, 13.313]",12.7969,True,True,12.7969,#281e0b,#e8e3d6,False,True,light
coco_000000283520,dsp,1,3,#bae8f9,#181216,"[89.389, -11.04, -13.08]","[6.185, 3.564, -1.525]",14.0714,True,True,14.0714,#bae8f9,#181216,False,True,light
coco_000000283520,kmeans_lab,3,0,#b3aca4,#323431,"[70.711, 1.077, 5.003]","[21.416, -1.563, 1.595]",5.5972,True,True,5.5972,#323431,#b3aca4,False,True,light
coco_000000283520,kmeans_rgb,4,1,#c0bcb5,#293227,"[76.381, 0.153, 4.035]","[19.635, -6.48, 5.748]",7.0273,True,True,7.0273,#293227,#c0bcb5,False,True,light
coco_000000283520,median_cut,2,0,#273327,#a2a798,"[19.824, -7.997, 5.989]","[67.714, -4.559, 7.148]",5.3598,True,True,5.3598,#a2a798,#273327,False,True,dark
coco_000000284106,dsp,0,1,#000000,#f0d9c2,"[0.0, 0.0, 0.0]","[87.991, 4.342, 14.224]",15.4092,True,True,15.4092,#000000,#f0d9c2,False,True,dark
coco_000000284106,kmeans_lab,0,2,#16110b,#cfab87,"[5.38, 1.049, 3.551]","[72.322, 8.04, 23.48]",8.7819,True,True,8.7819,#16110b,#cfab87,False,True,dark
coco_000000284106,kmeans_rgb,0,3,#0c0705,#d3b493,"[2.178, 1.059, 1.228]","[75.201, 6.313, 20.995]",10.2265,True,True,10.2265,#0c0705,#d3b493,False,True,dark
coco_000000284106,median_cut,0,4,#090705,#d6b897,"[1.996, 0.245, 0.941]","[76.565, 5.872, 20.764]",10.6898,True,True,10.6898,#090705,#d6b897,False,True,dark
coco_000000288762,dsp,0,1,#eef9fe,#05050f,"[97.262, -2.677, -3.638]","[1.583, 1.494, -4.064]",18.9524,True,True,18.9524,#eef9fe,#05050f,False,True,light
coco_000000288762,kmeans_lab,1,3,#e6eef1,#564914,"[93.591, -2.093, -2.367]","[31.333, -1.174, 32.234]",7.5736,True,True,7.5736,#e6eef1,#564914,False,True,light
coco_000000288762,kmeans_rgb,1,3,#e4edf4,#51430d,"[93.274, -1.674, -4.408]","[28.883, -0.382, 32.752]",8.2087,True,True,8.2087,#e4edf4,#51430d,False,True,light
coco_000000288762,median_cut,2,1,#eef8fc,#7a5e33,"[96.959, -2.542, -3.051]","[41.817, 5.913, 28.761]",5.6001,True,True,5.6001,#7a5e33,#eef8fc,False,True,light
coco_000000294163,dsp,1,2,#fef9d7,#191313,"[97.522, -3.82, 16.944]","[6.499, 2.766, 0.975]",17.2619,True,True,17.2619,#fef9d7,#191313,False,True,light
coco_000000294163,kmeans_lab,4,3,#dad2c7,#313340,"[84.547, 0.869, 6.429]","[21.546, 2.523, -8.41]",8.357,True,True,8.357,#313340,#dad2c7,False,True,light
coco_000000294163,kmeans_rgb,4,3,#ddd9d2,#272b40,"[86.825, 0.143, 3.927]","[18.05, 4.386, -13.851]",9.9148,True,True,9.9148,#272b40,#ddd9d2,False,True,light
coco_000000294163,median_cut,2,3,#4b89dc,#1130a6,"[56.639, 6.258, -48.298]","[26.696, 36.642, -65.448]",2.9595,False,False,2.9595,#4b89dc,#1130a6,False,True,light
coco_000000300233,dsp,1,0,#fcfefd,#21211b,"[99.484, -0.826, 0.249]","[12.545, -1.39, 4.073]",15.9735,True,True,15.9735,#21211b,#fcfefd,False,True,light
coco_000000300233,kmeans_lab,3,2,#d7d5c8,#28251e,"[85.101, -1.579, 6.666]","[14.779, -0.111, 5.173]",10.3678,True,True,10.3678,#28251e,#d7d5c8,False,True,light
coco_000000300233,kmeans_rgb,4,2,#ddded5,#272a1b,"[88.17, -1.923, 4.292]","[16.337, -4.585, 9.388]",10.803,True,True,10.803,#272a1b,#ddded5,False,True,light
coco_000000300233,median_cut,4,1,#cbcec5,#2c2f2a,"[82.309, -2.645, 4.115]","[18.953, -2.494, 2.762]",8.5151,True,True,8.5151,#2c2f2a,#cbcec5,False,True,light
coco_000000307145,dsp,0,1,#2d1e09,#dfc5a9,"[12.647, 4.552, 15.155]","[81.008, 4.886, 17.422]",9.7577,True,True,9.7577,#2d1e09,#dfc5a9,False,True,dark
coco_000000307145,kmeans_lab,3,2,#2b190f,#a68566,"[10.873, 7.605, 9.93]","[57.886, 8.217, 21.505]",4.9399,True,True,4.9399,#a68566,#2b190f,False,True,dark
coco_000000307145,kmeans_rgb,1,4,#34130d,#bea183,"[10.74, 16.057, 10.988]","[68.076, 6.194, 19.605]",6.9199,True,True,6.9199,#34130d,#bea183,False,True,dark
coco_000000307145,median_cut,1,4,#36150e,#b79979,"[11.637, 15.828, 11.797]","[65.145, 6.461, 21.001]",6.1757,True,True,6.1757,#36150e,#b79979,False,True,dark
coco_000000315187,dsp,0,1,#e5edf8,#000000,"[93.452, -0.594, -6.218]","[0.0, 0.0, 0.0]",17.8007,True,True,17.8007,#e5edf8,#000000,False,True,light
coco_000000315187,kmeans_lab,0,2,#e0e8f3,#232a30,"[91.699, -0.594, -6.242]","[16.634, -1.381, -4.917]",11.7664,True,True,11.7664,#e0e8f3,#232a30,False,True,light
coco_000000315187,kmeans_rgb,0,4,#e1e8f3,#13171b,"[91.771, -0.271, -6.128]","[7.501, -0.674, -3.441]",14.6117,True,True,14.6117,#e1e8f3,#13171b,False,True,light
coco_000000315187,median_cut,4,2,#eef3f8,#3a3b3f,"[95.604, -0.739, -2.975]","[24.91, 0.521, -2.612]",10.0205,True,True,10.0205,#3a3b3f,#eef3f8,False,True,light
coco_000000334977,dsp,0,1,#f2f2f2,#000000,"[95.494, 0.007, 0.003]","[0.0, 0.0, 0.0]",18.7585,True,True,18.7585,#f2f2f2,#000000,False,True,light
coco_000000334977,kmeans_lab,0,2,#efefef,#232323,"[94.447, 0.007, 0.003]","[13.714, 0.002, 0.001]",13.6685,True,True,13.6685,#efefef,#232323,False,True,light
coco_000000334977,kmeans_rgb,0,3,#f1f0f0,#162318,"[94.871, 0.34, 0.121]","[12.212, -8.616, 5.62]",14.3373,True,True,14.3373,#f1f0f0,#162318,False,True,light
coco_000000334977,median_cut,3,1,#f9fbfb,#9d4556,"[98.472, -0.651, -0.228]","[41.369, 38.317, 8.069]",5.9135,True,True,5.9135,#9d4556,#f9fbfb,False,True,light
coco_000000335427,dsp,0,1,#fefefe,#010604,"[99.655, 0.008, 0.004]","[1.314, -1.586, 0.296]",20.2334,True,True,20.2334,#fefefe,#010604,False,True,light
coco_000000335427,kmeans_lab,0,3,#e8e9eb,#283519,"[92.323, 0.032, -1.083]","[20.312, -11.402, 15.875]",10.7136,True,True,10.7136,#e8e9eb,#283519,False,True,light
coco_000000335427,kmeans_rgb,1,4,#eaeaed,#213310,"[92.774, 0.544, -1.448]","[18.922, -14.717, 19.518]",11.3157,True,True,11.3157,#eaeaed,#213310,False,True,light
coco_000000335427,median_cut,4,1,#f4f5f7,#48532a,"[96.514, 0.031, -1.072]","[33.417, -11.907, 22.494]",7.5603,True,True,7.5603,#48532a,#f4f5f7,False,True,light
coco_000000346232,dsp,0,1,#d6dffc,#0c0b11,"[88.97, 2.685, -15.093]","[3.234, 1.32, -2.716]",14.763,True,True,14.763,#d6dffc,#0c0b11,False,True,light
coco_000000346232,kmeans_lab,1,3,#d2ddfb,#382f42,"[88.151, 2.281, -15.825]","[21.083, 8.551, -10.406]",9.3599,True,True,9.3599,#d2ddfb,#382f42,False,True,light
coco_000000346232,kmeans_rgb,0,4,#cdd8f8,#282134,"[86.439, 2.726, -16.853]","[14.326, 8.21, -11.218]",10.8842,True,True,10.8842,#cdd8f8,#282134,False,True,light
coco_000000346232,median_cut,3,2,#d9e1fc,#4e4565,"[89.687, 2.579, -13.996]","[31.383, 11.35, -17.347]",6.8241,True,True,6.8241,#4e4565,#d9e1fc,False,True,light
coco_000000369037,dsp,0,1,#030303,#c8c6bd,"[0.823, 0.0, 0.0]","[79.808, -0.905, 4.751]",12.0489,True,True,12.0489,#030303,#c8c6bd,False,True,dark
coco_000000369037,kmeans_lab,0,4,#0d0d0d,#aa9d8a,"[3.636, 0.001, 0.0]","[65.354, 1.548, 11.665]",7.3105,True,True,7.3105,#0d0d0d,#aa9d8a,False,True,dark
coco_000000369037,kmeans_rgb,0,4,#0c0b0a,#a7a093,"[3.066, 0.142, 0.489]","[66.108, 0.234, 7.683]",7.5783,True,True,7.5783,#0c0b0a,#a7a093,False,True,dark
coco_000000369037,median_cut,0,4,#090808,#87867e,"[2.252, 0.262, 0.092]","[55.794, -1.15, 4.438]",5.4688,True,True,5.4688,#090808,#87867e,False,True,dark
coco_000000371472,dsp,1,0,#fdfc61,#010200,"[96.561, -18.106, 71.837]","[0.45, -0.54, 0.665]",19.083,True,True,19.083,#010200,#fdfc61,False,True,light
coco_000000371472,kmeans_lab,4,0,#ddcb8d,#211e17,"[81.842, -2.608, 33.241]","[11.371, -0.08, 5.332]",10.2961,True,True,10.2961,#211e17,#ddcb8d,False,True,light
coco_000000371472,kmeans_rgb,3,0,#e1cf88,#211f15,"[83.131, -3.658, 37.55]","[11.671, -1.172, 7.175]",10.6034,True,True,10.6034,#211f15,#e1cf88,False,True,light
coco_000000371472,median_cut,3,2,#f5d15f,#121711,"[84.915, -0.129, 59.857]","[7.063, -3.527, 2.93]",12.252,True,True,12.252,#121711,#f5d15f,False,True,light
coco_000000380706,dsp,0,1,#000000,#cdd2d4,"[0.0, 0.0, 0.0]","[83.875, -1.32, -1.578]",13.7652,True,True,13.7652,#000000,#cdd2d4,False,True,dark
coco_000000380706,kmeans_lab,0,3,#070707,#a7a6a2,"[1.919, 0.0, 0.0]","[68.092, -0.384, 2.195]",8.268,True,True,8.268,#070707,#a7a6a2,False,True,dark
coco_000000380706,kmeans_rgb,0,4,#040405,#a5a5a1,"[1.116, 0.139, -0.378]","[67.638, -0.745, 2.071]",8.2916,True,True,8.2916,#040405,#a5a5a1,False,True,dark
coco_000000380706,median_cut,0,4,#010202,#a8a7a3,"[0.49, -0.261, -0.092]","[68.465, -0.384, 2.192]",8.6277,True,True,8.6277,#010202,#a8a7a3,False,True,dark
coco_000000393093,dsp,0,1,#ffffff,#010100,"[100.0, 0.008, 0.004]","[0.254, -0.139, 0.378]",20.8824,True,True,20.8824,#ffffff,#010100,False,True,light
coco_000000393093,kmeans_lab,1,0,#f5f6f8,#151517,"[96.862, 0.031, -1.071]","[6.844, 0.491, -1.332]",16.8648,True,True,16.8648,#151517,#f5f6f8,False,True,light
coco_000000393093,kmeans_rgb,1,0,#f2f5f8,#131415,"[96.393, -0.447, -1.783]","[6.259, -0.184, -0.774]",16.856,True,True,16.856,#131415,#f2f5f8,False,True,light
coco_000000393093,median_cut,3,0,#fefefe,#101516,"[99.655, 0.008, 0.004]","[6.363, -1.755, -1.356]",18.2508,True,True,18.2508,#101516,#fefefe,False,True,light
coco_000000393115,dsp,4,1,#8ca940,#040402,"[65.217, -25.794, 49.475]","[1.057, -0.278, 0.757]",7.6845,True,True,7.6845,#040402,#8ca940,False,True,light
coco_000000393115,kmeans_lab,2,0,#221e1b,#97959a,"[11.605, 1.25, 2.755]","[62.004, 1.705, -2.367]",5.5779,True,True,5.5779,#97959a,#221e1b,False,True,dark
coco_000000393115,kmeans_rgb,2,4,#231f1c,#b0acae,"[12.098, 1.242, 2.742]","[70.727, 1.799, -0.517]",7.287,True,True,7.287,#231f1c,#b0acae,False,True,dark
coco_000000393115,median_cut,1,4,#272321,#a3a39d,"[14.077, 1.429, 2.021]","[66.836, -1.117, 3.114]",6.1418,True,True,6.1418,#272321,#a3a39d,False,True,dark
coco_000000396729,dsp,0,1,#c3c3c5,#000001,"[78.847, 0.376, -0.998]","[0.02, 0.139, -0.378]",11.9275,True,True,11.9275,#c3c3c5,#000001,False,True,light
coco_000000396729,kmeans_lab,0,4,#bcbcbe,#191919,"[76.299, 0.379, -1.005]","[8.757, 0.002, 0.001]",9.2723,True,True,9.2723,#bcbcbe,#191919,False,True,light
coco_000000396729,kmeans_rgb,0,4,#bcbcbe,#151415,"[76.299, 0.379, -1.005]","[6.448, 0.666, -0.474]",9.6914,True,True,9.6914,#bcbcbe,#151415,False,True,light
coco_000000396729,median_cut,4,1,#c4c4c6,#4c4742,"[79.21, 0.376, -0.997]","[30.488, 1.082, 3.759]",5.272,True,True,5.272,#4c4742,#c4c4c6,False,True,light
coco_000000403584,dsp,0,1,#000000,#e9f6cd,"[0.0, 0.0, 0.0]","[95.01, -11.215, 18.315]",18.5286,True,True,18.5286,#000000,#e9f6cd,False,True,dark
coco_000000403584,kmeans_lab,0,4,#0f0b08,#b1b98a,"[3.238, 0.812, 1.579]","[73.468, -10.728, 22.991]",9.4953,True,True,9.4953,#0f0b08,#b1b98a,False,True,dark
coco_000000403584,kmeans_rgb,0,4,#0d0906,#bfc79a,"[2.656, 0.697, 1.528]","[78.611, -10.346, 21.671]",11.1929,True,True,11.1929,#0d0906,#bfc79a,False,True,dark
coco_000000403584,median_cut,1,4,#080705,#adb588,"[1.938, -0.016, 0.849]","[72.034, -10.463, 22.062]",9.3411,True,True,9.3411,#080705,#adb588,False,True,dark
coco_000000412286,dsp,3,1,#3e2119,#faf7fe,"[16.415, 12.954, 11.405]","[97.633, 2.238, -2.993]",13.7846,True,True,13.7846,#faf7fe,#3e2119,False,True,dark
coco_000000412286,kmeans_lab,2,4,#161815,#d5ced5,"[7.931, -1.705, 1.702]","[83.491, 3.676, -2.602]",11.5844,True,True,11.5844,#161815,#d5ced5,False,True,dark
coco_000000412286,kmeans_rgb,2,4,#101511,#d7d0d7,"[6.205, -2.863, 1.658]","[84.207, 3.669, -2.598]",12.2148,True,True,12.2148,#101511,#d7d0d7,False,True,dark
coco_000000412286,median_cut,2,4,#141c1b,#918d86,"[9.468, -3.935, -0.515]","[58.78, 0.175, 4.257]",5.2474,True,True,5.2474,#141c1b,#918d86,False,True,dark
coco_000000418961,dsp,0,1,#1e150c,#fefcdc,"[7.578, 2.962, 6.431]","[98.376, -4.566, 15.589]",17.2736,True,True,17.2736,#1e150c,#fefcdc,False,True,dark
coco_000000418961,kmeans_lab,0,4,#1e150c,#eee2bc,"[7.578, 2.962, 6.431]","[89.952, -1.883, 20.084]",13.9069,True,True,13.9069,#1e150c,#eee2bc,False,True,dark
coco_000000418961,kmeans_rgb,0,4,#1c130a,#f1e6bf,"[6.635, 2.802, 5.883]","[91.26, -2.397, 20.383]",14.6579,True,True,14.6579,#1c130a,#f1e6bf,False,True,dark
coco_000000418961,median_cut,2,4,#100b06,#bc9256,"[3.276, 0.883, 2.459]","[63.278, 8.633, 37.603]",6.8848,True,True,6.8848,#100b06,#bc9256,False,True,dark
coco_000000423506,dsp,4,1,#e4d3ba,#050000,"[85.316, 1.889, 14.516]","[0.291, 1.308, 0.461]",14.2337,True,True,14.2337,#050000,#e4d3ba,False,True,light
coco_000000423506,kmeans_lab,0,4,#ba7e73,#1d1512,"[58.601, 21.897, 15.455]","[7.599, 3.434, 3.262]",5.4096,True,True,5.4096,#ba7e73,#1d1512,False,True,light
coco_000000423506,kmeans_rgb,3,2,#c3918d,#261611,"[64.784, 18.313, 9.52]","[9.209, 7.358, 6.356]",6.4344,True,True,6.4344,#261611,#c3918d,False,True,light
coco_000000423506,median_cut,0,3,#9d967e,#2f251f,"[62.072, -1.555, 13.607]","[15.625, 3.567, 5.77]",5.0505,True,True,5.0505,#9d967e,#2f251f,False,True,light
coco_000000437205,dsp,0,1,#0e1c1b,#fcfdfd,"[9.016, -6.33, -1.232]","[99.236, -0.322, -0.112]",17.1644,True,True,17.1644,#0e1c1b,#fcfdfd,False,True,dark
coco_000000437205,kmeans_lab,0,2,#15141a,#c6bdc0,"[6.633, 1.963, -3.942]","[77.404, 3.7, -0.379]",9.9762,True,True,9.9762,#15141a,#c6bdc0,False,True,dark
coco_000000437205,kmeans_rgb,0,2,#0e111b,#cbc4ca,"[5.179, 1.409, -6.938]","[79.864, 3.526, -2.127]",11.0239,True,True,11.0239,#0e111b,#cbc4ca,False,True,dark
coco_000000437205,median_cut,1,0,#0a1425,#7cc4e0,"[6.309, 1.862, -12.928]","[75.543, -15.237, -20.972]",9.5021,True,True,9.5021,#7cc4e0,#0a1425,False,True,dark
coco_000000438304,dsp,0,1,#15161a,#fefeea,"[7.297, 0.607, -2.96]","[99.18, -3.364, 9.569]",17.7166,True,True,17.7166,#15161a,#fefeea,False,True,dark
coco_000000438304,kmeans_lab,1,3,#131416,#e8e5d4,"[6.293, 0.056, -1.428]","[90.756, -1.88, 8.65]",14.5607,True,True,14.5607,#131416,#e8e5d4,False,True,dark
coco_000000438304,kmeans_rgb,1,4,#121316,#eae8d8,"[5.892, 0.295, -2.024]","[91.758, -2.059, 8.021]",15.0671,True,True,15.0671,#121316,#eae8d8,False,True,dark
coco_000000438304,median_cut,1,3,#0f1013,#a4a38f,"[4.69, 0.262, -1.781]","[66.573, -3.206, 10.536]",7.4414,True,True,7.4414,#0f1013,#a4a38f,False,True,dark
coco_000000440171,dsp,0,1,#f2dec2,#050305,"[89.4, 2.49, 16.234]","[0.979, 0.801, -0.573]",15.6635,True,True,15.6635,#f2dec2,#050305,False,True,light
coco_000000440171,kmeans_lab,1,0,#efe4d2,#2e271f,"[91.003, 0.763, 10.12]","[16.159, 1.675, 6.494]",11.7084,True,True,11.7084,#2e271f,#efe4d2,False,True,light
coco_000000440171,kmeans_rgb,1,0,#f6eddd,#2a271d,"[94.047, 0.37, 8.829]","[15.654, -0.691, 7.126]",12.8529,True,True,12.8529,#2a271d,#f6eddd,False,True,light
coco_000000440171,median_cut,4,0,#fcf3e4,#21241a,"[96.162, 0.524, 8.303]","[13.589, -3.688, 6.247]",14.3248,True,True,14.3248,#21241a,#fcf3e4,False,True,light
coco_000000453341,dsp,0,1,#fefefe,#121119,"[99.655, 0.008, 0.004]","[5.417, 2.269, -4.99]",18.5922,True,True,18.5922,#fefefe,#121119,False,True,light
coco_000000453341,kmeans_lab,1,2,#dddfde,#3b4046,"[88.648, -0.847, 0.255]","[26.845, -0.601, -4.357]",7.8118,True,True,7.8118,#dddfde,#3b4046,False,True,light
coco_000000453341,kmeans_rgb,4,1,#eff2f0,#3f4143,"[95.222, -1.343, 0.617]","[27.415, -0.371, -1.506]",9.094,True,True,9.094,#3f4143,#eff2f0,False,True,light
coco_000000453341,median_cut,4,2,#eef1f0,#3e4346,"[94.899, -1.167, 0.135]","[28.062, -1.345, -2.523]",8.8143,True,True,8.8143,#3e4346,#eef1f0,False,True,light
coco_000000462031,dsp,0,1,#020202,#ffffff,"[0.548, 0.0, 0.0]","[100.0, 0.008, 0.004]",20.7481,True,True,20.7481,#020202,#ffffff,False,True,dark
coco_000000462031,kmeans_lab,0,1,#060606,#f1f1f1,"[1.645, 0.0, 0.0]","[95.145, 0.007, 0.003]",17.939,True,True,17.939,#060606,#f1f1f1,False,True,dark
coco_000000462031,kmeans_rgb,0,1,#050505,#f3f3f3,"[1.371, 0.0, 0.0]","[95.842, 0.007, 0.003]",18.3679,True,True,18.3679,#050505,#f3f3f3,False,True,dark
coco_000000462031,median_cut,2,1,#010101,#cfcfcf,"[0.274, 0.0, 0.0]","[83.124, 0.007, 0.003]",13.3979,True,True,13.3979,#cfcfcf,#010101,False,True,dark
coco_000000462371,dsp,0,1,#f0e2b7,#060201,"[90.016, -1.847, 22.789]","[0.762, 0.907, 0.747]",15.9976,True,True,15.9976,#f0e2b7,#060201,False,True,light
coco_000000462371,kmeans_lab,0,1,#efe2bf,#17130a,"[90.093, -1.088, 18.733]","[6.05, 0.179, 4.96]",14.3752,True,True,14.3752,#efe2bf,#17130a,False,True,light
coco_000000462371,kmeans_rgb,0,1,#eee2be,#18130b,"[89.993, -1.596, 19.101]","[6.179, 0.81, 4.743]",14.3009,True,True,14.3009,#eee2be,#18130b,False,True,light
coco_000000462371,median_cut,4,0,#f7edcb,#19150c,"[93.734, -2.044, 17.708]","[6.951, 0.164, 5.441]",15.5392,True,True,15.5392,#19150c,#f7edcb,False,True,light
coco_000000464522,dsp,0,1,#010000,#fefdf1,"[0.058, 0.262, 0.092]","[99.093, -1.712, 5.856]",20.508,True,True,20.508,#010000,#fefdf1,False,True,dark
coco_000000464522,kmeans_lab,2,4,#181212,#f0d1a2,"[6.056, 2.659, 0.937]","[85.37, 4.159, 27.345]",12.6506,True,True,12.6506,#181212,#f0d1a2,False,True,dark
coco_000000464522,kmeans_rgb,2,4,#160e0b,#efd2a6,"[4.596, 2.651, 2.405]","[85.603, 3.758, 25.562]",13.1057,True,True,13.1057,#160e0b,#efd2a6,False,True,dark
coco_000000464522,median_cut,2,4,#171211,#dec59d,"[5.919, 1.969, 1.318]","[80.681, 2.879, 23.328]",11.1218,True,True,11.1218,#171211,#dec59d,False,True,dark
coco_000000470779,dsp,2,3,#0c1b0f,#d7d8ce,"[8.098, -9.106, 5.499]","[86.014, -2.106, 4.808]",12.3827,True,True,12.3827,#0c1b0f,#d7d8ce,False,True,dark
coco_000000470779,kmeans_lab,0,2,#181619,#a2a29a,"[7.571, 1.737, -1.754]","[66.409, -1.484, 4.159]",6.9979,True,True,6.9979,#181619,#a2a29a,False,True,dark
coco_000000470779,kmeans_rgb,0,4,#161515,#a6a6a0,"[6.875, 0.453, 0.16]","[67.96, -1.114, 3.104]",7.4496,True,True,7.4496,#161515,#a6a6a0,False,True,dark
coco_000000470779,median_cut,0,4,#131414,#a9a9a3,"[6.226, -0.415, -0.146]","[69.08, -1.11, 3.094]",7.8139,True,True,7.8139,#131414,#a9a9a3,False,True,dark
coco_000000494759,dsp,1,2,#eaefef,#070a0c,"[94.08, -1.652, -0.577]","[2.609, -0.49, -1.076]",17.1036,True,True,17.1036,#eaefef,#070a0c,False,True,light
coco_000000494759,kmeans_lab,1,4,#d5d6da,#15161b,"[85.656, 0.4, -2.083]","[7.338, 0.896, -3.663]",12.4392,True,True,12.4392,#d5d6da,#15161b,False,True,light
coco_000000494759,kmeans_rgb,0,4,#ced0d6,#0f1216,"[83.489, 0.439, -3.201]","[5.348, -0.19, -2.847]",12.1759,True,True,12.1759,#ced0d6,#0f1216,False,True,light
coco_000000494759,median_cut,0,3,#d8d9dd,#584f46,"[86.724, 0.399, -2.078]","[34.209, 2.029, 6.675]",5.679,True,True,5.679,#d8d9dd,#584f46,False,True,light
coco_000000503841,dsp,1,0,#fffffb,#3b3f34,"[99.901, -0.687, 1.91]","[25.959, -4.076, 6.191]",10.7621,True,True,10.7621,#3b3f34,#fffffb,False,True,light
coco_000000503841,kmeans_lab,4,3,#f7f4e3,#373828,"[96.006, -1.865, 8.545]","[22.978, -3.701, 9.896]",10.8056,True,True,10.8056,#373828,#f7f4e3,False,True,light
coco_000000503841,kmeans_rgb,4,3,#f7f4e5,#353727,"[96.052, -1.538, 7.579]","[22.429, -4.179, 9.778]",11.0162,True,True,11.0162,#353727,#f7f4e5,False,True,light
coco_000000503841,median_cut,4,0,#d5cbb2,#3d4232,"[81.878, -0.651, 13.729]","[27.071, -5.461, 9.071]",6.4308,True,True,6.4308,#3d4232,#d5cbb2,False,True,light
coco_000000512330,dsp,0,1,#fefefe,#0c0706,"[99.655, 0.008, 0.004]","[2.197, 1.198, 0.85]",19.856,True,True,19.856,#fefefe,#0c0706,False,True,light
coco_000000512330,kmeans_lab,1,2,#f2f2ea,#483b2b,"[95.296, -1.385, 3.857]","[25.803, 2.979, 12.06]",9.6406,True,True,9.6406,#f2f2ea,#483b2b,False,True,light
coco_000000512330,kmeans_rgb,1,3,#f6f5ed,#46392a,"[96.415, -1.045, 3.965]","[24.938, 3.168, 11.507]",10.2189,True,True,10.2189,#f6f5ed,#46392a,False,True,light
coco_000000512330,median_cut,3,1,#fdfdf8,#584435,"[99.186, -0.861, 2.39]","[30.559, 6.212, 12.376]",8.9753,True,True,8.9753,#584435,#fdfdf8,False,True,light
coco_000000524742,dsp,1,0,#c7e5fc,#1b110a,"[89.491, -5.016, -14.416]","[5.924, 3.437, 4.83]",14.1817,True,True,14.1817,#1b110a,#c7e5fc,False,True,light
coco_000000524742,kmeans_lab,1,3,#c7b142,#272727,"[72.215, -4.735, 57.504]","[15.638, 0.002, 0.001]",6.9684,True,True,6.9684,#c7b142,#272727,False,True,light
coco_000000524742,kmeans_rgb,4,1,#9eb4cc,#431e21,"[72.409, -2.299, -14.65]","[16.659, 18.179, 6.24]",6.8133,True,True,6.8133,#431e21,#9eb4cc,False,True,light
coco_000000524742,median_cut,4,1,#c6c079,#1a254f,"[76.731, -8.307, 36.535]","[16.04, 10.571, -27.359]",7.8913,True,True,7.8913,#1a254f,#c6c079,False,True,light
coco_000000537355,dsp,1,2,#f0f5f5,#010303,"[96.172, -1.644, -0.575]","[0.706, -0.523, -0.184]",18.7908,True,True,18.7908,#f0f5f5,#010303,False,True,light
coco_000000537355,kmeans_lab,4,1,#c9ccd1,#1d2017,"[81.95, -0.086, -2.837]","[11.662, -3.528, 5.67]",10.2589,True,True,10.2589,#1d2017,#c9ccd1,False,True,light
coco_000000537355,kmeans_rgb,3,1,#cacdd2,#1b2012,"[82.31, -0.086, -2.834]","[11.343, -5.53, 8.571]",10.4398,True,True,10.4398,#1b2012,#cacdd2,False,True,light
coco_000000537355,median_cut,3,0,#cdd0d6,#1d2014,"[83.414, 0.103, -3.32]","[11.585, -4.131, 7.664]",10.709,True,True,10.709,#1d2014,#cdd0d6,False,True,light
coco_000000542625,dsp,2,4,#f2f2ed,#0e160c,"[95.369, -0.868, 2.41]","[6.266, -5.12, 4.318]",16.4209,True,True,16.4209,#f2f2ed,#0e160c,False,True,light
coco_000000542625,kmeans_lab,1,0,#b9b8b4,#2b2e27,"[74.756, -0.377, 2.153]","[18.427, -2.947, 4.068]",6.9464,True,True,6.9464,#2b2e27,#b9b8b4,False,True,light
coco_000000542625,kmeans_rgb,0,2,#bdbebc,#21271f,"[76.846, -0.711, 0.888]","[14.808, -4.647, 4.404]",8.1877,True,True,8.1877,#bdbebc,#21271f,False,True,light
coco_000000542625,median_cut,0,1,#c0c1bd,#212924,"[77.887, -1.074, 1.89]","[15.678, -4.802, 2.112]",8.2456,True,True,8.2456,#c0c1bd,#212924,False,True,light
coco_000000542856,dsp,0,1,#9ecceb,#000000,"[79.871, -7.762, -20.154]","[0.0, 0.0, 0.0]",12.2906,True,True,12.2906,#9ecceb,#000000,False,True,light
coco_000000542856,kmeans_lab,3,2,#d9cab5,#272727,"[82.017, 1.801, 12.375]","[15.638, 0.002, 0.001]",9.2944,True,True,9.2944,#272727,#d9cab5,False,True,light
coco_000000542856,kmeans_rgb,3,2,#dccdba,#1f2020,"[83.138, 2.099, 11.34]","[12.147, -0.465, -0.162]",10.488,True,True,10.488,#1f2020,#dccdba,False,True,light
coco_000000542856,median_cut,4,1,#cce0e6,#372728,"[87.902, -5.445, -5.191]","[17.537, 7.708, 2.28]",10.3637,True,True,10.3637,#372728,#cce0e6,False,True,light
coco_000000544811,dsp,0,1,#000000,#fefcfa,"[0.0, 0.0, 0.0]","[99.062, 0.321, 1.192]",20.5188,True,True,20.5188,#000000,#fefcfa,False,True,dark
coco_000000544811,kmeans_lab,0,3,#020202,#b6becb,"[0.548, 0.0, 0.0]","[76.73, -0.188, -7.473]",11.0822,True,True,11.0822,#020202,#b6becb,False,True,dark
coco_000000544811,kmeans_rgb,0,3,#000102,#b5bfce,"[0.236, -0.122, -0.471]","[77.006, -0.438, -8.696]",11.2496,True,True,11.2496,#000102,#b5bfce,False,True,dark
